imdb_id,title_x,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date,director_1_name,director_2_name,director_1_gender,director_2_gender,box_office_cleaned_inr_crore
tt3640942,Koyelaanchal,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Official_Poster_of_Koyelaanchal_Film.jpg/220px-Official_Poster_of_Koyelaanchal_Film.jpg,https://en.wikipedia.org/wiki/Koyelaanchal,Koyelaanchal,Koyelaanchal,0,2014,145,Action|Drama,5.6,240.0,Koyelaanchal (coal belt of India) brings to light the explosive story of the people who have kept our precious fuel station at ransom for centuries. Koyelaanchal unveils itself through Saryu Bhan Singh (Vinod Khanna) an ex-owner turned Mafioso of the region  who through his sheer brutality & blatant defiance of law of the land  forces the people & the authorities to acknowledge him as their 'maalik'. Any protest  any voice of dissent against him is dealt with spine chilling violence of epic proportions.,Koyelaanchal (coal belt of India) brings to light the explosive story of the people who have kept our precious fuel station at ransom for centuries. Koyelaanchal unveils itself through ...                    ,Sabse Bada Mafia Bhaarat Sarkaar Hai,Kannan Arunachalam|Biswanath Basu|Vinod Khanna|Roopali Krishnarao|Sunil Shetty|Lata S. Singh|Ravi Singh|Chitragupta Sinha|Ashu Trikha|,1 nomination,9 May 2014 (USA),Asshu Trikha,,Unknown,,
tt6118134,Anna (2016 film),https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Anna_%282016_film%29.jpg/220px-Anna_%282016_film%29.jpg,https://en.wikipedia.org/wiki/Anna_(2016_film),Anna,Anna,0,2016,142,Biography,4.9,38.0,"Indian biographical film based on the life of social activist  Kisan Baburao ""Anna"" Hazare.","Indian biographical film based on the life of social activist  Kisan Baburao ""Anna"" Hazare.",,Shashank Udapurkar|Tanishaa Mukerji|Govind Namdeo|Rajit Kapoor|Sharat Saxena|Daya Shankar Pandey|Atul Srivastava|Anant Jog|Arif Zakaria|Kishore Kadam|,,14 October 2016 (India),Shashank Udapurkar,,Male,,
tt4814290,Te3n,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Te3n_official_poster.jpg/220px-Te3n_official_poster.jpg,https://en.wikipedia.org/wiki/Te3n,Te3n,Te3n,0,2016,136,Drama|Mystery|Thriller,7.2,10451.0,John Biswas is a broken man. His life was destroyed when his precious granddaughter was kidnapped and murdered. Likewise  Martin Das  the investigating police officer  was so shaken by the case that he quit the force and turned to the priesthood. Now  eight years later  a young boy is kidnapped and police detective Sarita Sarkar sees similarities in the two cases. As a trail of clues leads John into the past  Fr. Martin and Sarita race to save the young boy.,A grandfather  a priest  and a police officer investigate the case of a kidnapped child.,,Amitabh Bachchan|Nawazuddin Siddiqui|Vidya Balan|Mukesh Chhabra|Aarnaa Sharma|Prakash Belawadi|Sabyasachi Chakrabarty|Suneel Sinha|Padmavati Rao|Tota Roy Chowdhury|Paritosh Sand|Anupam Bhattacharya|Sumit Samaddar|Madhumita Sen|,,10 June 2016 (USA),Ribhu Dasgupta,,Unknown,,32.31
tt4581032,Luv U Alia,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Luv_U_Alia.jpg/220px-Luv_U_Alia.jpg,https://en.wikipedia.org/wiki/Luv_U_Alia,Luv U Alia,Luv U Alia,0,2015,130,Family|Romance,5.3,77.0,Can a boy in love win over his beloved's heart and change her views on love and commitment?,Can a boy in love win over his beloved's heart and change her views on love and commitment?,,V. Ravichandran|Chandan Kumar|Sudeep|P. Ravi Shankar|Sadhu Kokila|Srujan Lokesh|Sunny Leone|Sammir Dattani|Sudharani|Nikesha Patel|Bullet Prakash|Shakeela|,,17 September 2015 (India),Indrajit Lankesh,,Male,,
tt4897908,Calendar Girls (2015 film),https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Calendar-Girls-2015-Poster.jpg/220px-Calendar-Girls-2015-Poster.jpg,https://en.wikipedia.org/wiki/Calendar_Girls_(2015_film),Calendar Girls,Calendar Girls,0,2015,131,Drama,4.2,766.0,Five girls - Mayuri  Nazneen  Sharon  Nandita and Paroma - from different regions of India have been selected to pose on the cover of India's most prestigious annual calendar  which is a collaboration between a business tycoon Rishabh Kukreja and his photographer friend  Timmy Sen. The movie is a voyeuristic peek into what happens behind-the-scenes and what happens after success and fame are attained.,A story of a girl who came from a village to get stardom in the fashion industry. What happens next when she is surrounded by obstacles?,,Akanksha Puri|Avani Modi|Kyra Dutt|Ruhi Singh|Satarupa Pyne|,,25 September 2015 (India),Madhur Bhandarkar,,Unknown,,5.9
tt4272420,Kuch Kuch Locha Hai,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Kuch_Kuch_Locha_Hai_Official_Poster.jpeg/220px-Kuch_Kuch_Locha_Hai_Official_Poster.jpeg,https://en.wikipedia.org/wiki/Kuch_Kuch_Locha_Hai,Kuch Kuch Locha Hai,Kuch Kuch Locha Hai,0,2015,143,Comedy|Drama,2.5,707.0,A middle-aged Gujrati businessman puts on a charade after a famous film actress asks to move in with him  in preparation for a movie role.,A middle-aged Gujrati businessman puts on a charade after a famous film actress asks to move in with him  in preparation for a movie role.,,Ram Kapoor|Sunny Leone|Evelyn Sharma|Navdeep Chhabra|Suchita Trivedi|Mehul Buch|Prashant Kapoor|Priyanka Sharma|Avantika Khatri|Kurush Deboo|Errol Peter Marks|Sunny Rajani|Anshool Uttamani|Michael Hagerty-Roach|,1 nomination,8 May 2015 (India),Devang Dholakia,,Male,,3.26
tt10196464,Ramprasad Ki Tehrvi,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Ramprasad_Ki_Tehrvi.jpg/220px-Ramprasad_Ki_Tehrvi.jpg,https://en.wikipedia.org/wiki/Ramprasad_Ki_Tehrvi,Ramprasad Ki Tehrvi,Ramprasad Ki Tehrvi,0,2019,\N,Comedy|Drama,,,,Add a Plot »,The Funeral Story of the Year,Naseeruddin Shah|Vikrant Massey|Konkona Sen Sharma|Vinay Pathak|Manoj Pahwa|Parambrata Chattopadhyay|Supriya Pathak|Deepika Amin|Vineet Kumar|Sarika Singh|,,,Seema Pahwa,Sunny Mandavarra,Unknown,Male,
tt5668770,Mardaani 2,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Mardaani_2_Film_poster.jpg/220px-Mardaani_2_Film_poster.jpg,https://en.wikipedia.org/wiki/Mardaani_2,Mardaani 2,Mardaani 2,0,2019,\N,Action|Drama|Thriller,,,Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.,Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.,,Rani Mukerji|Rajesh Sharma|Shruti Bapna|,,,Gopi Puthran,,Male,,67.12
tt1825655,Angel (2011 film),https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Angel1245.jpg/220px-Angel1245.jpg,https://en.wikipedia.org/wiki/Angel_(2011_film),Angel,Angel,0,2011,114,Action|Drama,6.5,80.0,D.N. Nagar Police are summoned to a Chawl where they arrest Abhay Chawla  who was recently discharged from jail after serving a two-year sentence for running over a man. While being held in the prison cell  Abhay reflects on his life - his acrimonious relationship with his mom  Aarati; brother Rohan; and Bhabi Priya. Not only did they never visit him in prison but they also moved without informing him. Upon being dramatically re-united  Rohan permits him to live with them and even hires him in his garage. Abhay brings a wheelchair-bound physically challenged woman  Sonal Mahajan  to a family gathering  and Rohan asks both to leave. But nothing will prepare the Chawla family for the shock when they will be told that Abhay has been arrested again - this time for Sexual Molestation.,After serving time in jail for running over a man  an ex-convict is then arrested for sexually molesting the man's physically-challenged daughter.,,Sumit Arora|Arun|Raakesh Babu|Prem Kishen Dwivedi|Paresh Ganatra|Ali Irani|Aruna Irani|Kannan Iyer|Jagruti|Manoj Joshi|Jhony Jullion|Mohit|Kali Prasad Mukherjee|Vishwajit P.|,,4 February 2011 (India),Ganesh Acharya,,Male,,
tt2978626,Entertainment (2014 film),https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Its_Entertainment.jpg/220px-Its_Entertainment.jpg,https://en.wikipedia.org/wiki/Entertainment_(2014_film),It's Entertainment,It's Entertainment,0,2014,140,Action|Comedy,4.5,6885.0,Akhil (Akshay Kumar) finds out that he is the heir of 3000 crore rupees as he and his mother were abandoned by his diamond baron father (Panna Laal Johari) who is now dead. However  his life goes Topsy-turvy when he learns that the empire goes to entertainment (a dog).,Akhil  an underdog and a failure  comes to know that his real father is a rich diamond merchant who has just passed away. When he goes to retrieve his wealth  he learns that a dog has inherited it.,,Akshay Kumar|Tamannaah Bhatia|Johnny Lever|Prakash Raj|Sonu Sood|Krishna Abhishek|Mithun Chakraborty|Dalip Tahil|Vrajesh Hirjee|Riteish Deshmukh|Shreyas Talpade|Hiten Tejwani|Remo D'Souza|Vivek Vaswani|,1 win & 2 nominations,8 August 2014 (India),Sajid,Farhad Samji,Unknown,Male,115.93
tt5933706,Saansein,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Saansein_poster.jpg/220px-Saansein_poster.jpg,https://en.wikipedia.org/wiki/Saansein,Saansein: The Last Breath,Saansein: The Last Breath,0,2016,101,Horror|Romance,3.2,101.0,Shirin  a singer mysteriously disappears. Abhay looks for Shirin and tries to solve this mysterious incident.,Shirin  a singer mysteriously disappears. Abhay looks for Shirin and tries to solve this mysterious incident.,,Sonarika Bhadoria|Amir Dalvi|Rajniesh Duggall|Vishal Malhotra|Neetha Shetty|,,25 November 2016 (India),Rajiv S. Ruia,,Male,,
tt2404187,Bloody Isshq,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Poster_Of_Bloody_Isshq.jpg/220px-Poster_Of_Bloody_Isshq.jpg,https://en.wikipedia.org/wiki/Bloody_Isshq,Bloody Isshq,Bloody Isshq,0,2013,\N,Drama|Romance,7.8,29.0,Natasha is the Hotel Heiress of Eagle Group of Hotels  brash  defiant and a Man-eater. While traveling to a party  she meets with an accident which is life-threatening  had it not been for the presence of Nirvaan Shroff. Nirvaan saves Natasha from the accident but his attitude and the rough around the edges persona attracts her to him  but Nirvaan is not the one to be taken in easily. A wager from her friend starts the game of seduction between Natasha and Nirvaan. But what unfolds is something that even Natasha had not thought of. She actually falls for him  not knowing the fact that Nirvaan is married to Radhika who is staying in Pattaya. What happens next and what Nirvaan does is what forms the finale of Bloody Isshq,The story revolves around the three characters and showcases the love trap which Nirvaan throws for Natasha hiding the fact that he is married to Radhika. The love mystery unravels as destiny has something else planned for Nirvaan.,,Akash|Shilpa Anand|Karan Veer Mehra|Tripta Parashar|Daisy Shah|,,,Arup Dutta,,Female,,
tt3848892,Baby (2015 Hindi film),https://upload.wikimedia.org/wikipedia/en/thumb/d/da/BABY_poster_2015.jpg/220px-BABY_poster_2015.jpg,https://en.wikipedia.org/wiki/Baby_(2015_Hindi_film),Baby,Baby,0,2015,159,Action|Thriller,8.0,49426.0,The country is perpetually under threat from terrorist powers and the common man walks unaware of the threats and the attacks that our Government controls and prevents. While the common Indian fights for everyday issues  there are deeper and bigger threats to him and his family that he will never know exist because it is the men and women in uniform that safeguard them. The men and women who put country before self  the men and women who define our history because they give a damn! Ajay (played by Akshay Kumar) is one such officer who is part of an elite team chosen from amongst the best in the Forces to form a covert Counter Intelligence Unit. In the course of foiling one terrorist attack bid  Ajay discovers a major threat to our nation - a plan to cause damage and strike fear at the heart of our very existence. The plot is masterminded by a maniacal leader whose organization has its tentacles spread across the world. As days progress  the unit goes through escalating challenges with...,An elite counter-intelligence unit learns of a plot  masterminded by a maniacal madman. With the clock ticking  it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.,History Is Made By Those Who Give A Damn!,Akshay Kumar|Danny Denzongpa|Rana Daggubati|Taapsee Pannu|Anupam Kher|Kay Kay Menon|Sushant Singh|Madhurima Tuli|Mikaal Zulfiqar|Hasan Noman|Rasheed Naz|Kerem Sarikaya|Zachary Coffin|,1 win,23 January 2015 (India),Neeraj Pandey,,Male,,143.0
tt4995402,Bumper Draw,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Poster_Of_Bumper_Draw.jpg/220px-Poster_Of_Bumper_Draw.jpg,https://en.wikipedia.org/wiki/Bumper_Draw,Bumper Draw,Bumper Draw,0,2015,130,Comedy,5.1,28.0,Sunderlal and Farooq who befriend each other in a strange situation. After which  they both encounter Pestonji  an old Parsi man who adds to their existing list of problems.,Sunderlal and Farooq who befriend each other in a strange situation. After which  they both encounter Pestonji  an old Parsi man who adds to their existing list of problems.,,Seema Azmi|Narendra Bedi|Reena Charnya|Bomie E. Dotiwala|Subrat Dutta|Harish Hariaudh|Zakir Husain|Hrishikesh Joshi|Omkar Das Manikpuri|Meera|Sitaram Panchal|Rushad Rana|Deepa Sethi|,,16 October 2015 (India),Irshad Khan,,Unknown,,
tt2912578,Ankur Arora Murder Case,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Ankur_Arora_Murder_Case_Movie_Poster.jpg/220px-Ankur_Arora_Murder_Case_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Ankur_Arora_Murder_Case,Ankur Arora Murder Case,Ankur Arora Murder Case,0,2013,129,Drama|Thriller,6.5,1406.0,Romesh is an intern doctor working at Shekawat general hospital under Dr Asthana whose known as the god of surgeon.But all good doctors are not good human beings.Ankur Arora an 8 year old boy gets admitted to the hospital for appendix operation and dies due to negligence of Dr Astana Dr Asthana warns all doctors in the operation theatre not to disclose the truth outside as he is so powerful that their careers will be finished.Romesh who was not present in the operation theatre finds about negligence of Dr Asthana and discloses it to Nandita Aurora mother of About.Thus starting a legal matter where Ankur Aurora versus Shekawat hospital.,A highly reputed doctor makes a small mistake  which costs the life of a kid Ankur Arora. Will he succeed in hiding his mistake or will the mother of the kid get Justice.,,Kay Kay Menon|Visshesh Tiwari|Tisca Chopra|Arjun Mathur|Paoli Dam|Vishakha Singh|Manish Chaudhary|Kanchan Awasthi|,,14 June 2013 (India),Sohail Tatari,,Male,,10.0
tt5752374,Shorgul,https://upload.wikimedia.org/wikipedia/en/9/9b/Shorgul_film_poster.jpg,https://en.wikipedia.org/wiki/Shorgul,Shorgul,Shorgul,0,2016,132,Drama,5.7,176.0,Based on the innocent friendship between a Hindu boy Raghu and a Muslim girl which rapidly escalates into a political minefield  causing unrest and chaos in Uttar Pradesh.,Based on the innocent friendship between a Hindu boy Raghu and a Muslim girl which rapidly escalates into a political minefield  causing unrest and chaos in Uttar Pradesh.,,Jimmy Sheirgill|Ashutosh Rana|Rahul Chahan|Suha Gezen|Eijaz Khan|Sanjay Suri|Hiten Tejwani|Aniruddh Dave|Narendra Jha|Deep Raj Rana|Hrishitaa Bhatt|Neetu Pande|,,1 July 2016 (India),Pranav Singh,Jitendra Tiwari,Male,Male,
tt4675030,Great Grand Masti,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Great_Grand_Masti_poster.jpg/220px-Great_Grand_Masti_poster.jpg,https://en.wikipedia.org/wiki/Great_Grand_Masti,Great Grand Masti,Great Grand Masti,0,2016,134,Comedy|Drama|Fantasy,3.7,2020.0,Amar  Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of  but she slowly turns into their worst nightmare!,Amar  Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of  but she slowly turns into their worst nightmare!,,Urvashi Rautela|Riteish Deshmukh|Vivek Oberoi|Aftab Shivdasani|Puja Bose|Mishti|Shradha Das|Usha Nadkarni|Kangna Sharma|Ketan Karande|Sanjay Mishra|Bhadra Parekh|Vijay Gupta|Farzil Pardiwalla|,,15 July 2016 (India),Indra Kumar,,Male,,19.0
tt2150177,Bhaiaji Superhit,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bhaiaji_Superhit_new_Poster.jpg/220px-Bhaiaji_Superhit_new_Poster.jpg,https://en.wikipedia.org/wiki/Bhaiaji_Superhit,Brother Superhit!,Bhaiaji Superhit,0,2018,139,Action|Comedy|Drama,4.1,465.0,A goon tries to win his wife back by making a movie on their love story.,A goon tries to win his wife back by making a movie on their love story.,,Sunny Deol|Preity Zinta|Arshad Warsi|Ameesha Patel|Shreyas Talpade|Jaideep Ahlawat|Sanjay Mishra|Brijendra Kala|Amit Mistry|Hemant Pandey|Mukul Dev|Pankaj Tripathi|Ranjeet|Ashmita Kaur Bakshi|,,23 November 2018 (India),Neeraj Pathak,,Male,,6.25
tt2408040,B.A. Pass,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/B_A_Pass_Theatrical_Poster.jpg/220px-B_A_Pass_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/B.A._Pass,B.A. Pass,B.A. Pass,0,2012,95,Crime|Drama,6.4,3219.0,After losing his parents in a car accident  Mukesh stays at his Aunt's house in Delhi. Enrolled in a good for nothing course in college he finds peace by playing chess at the local cemetery  the rest of the times he worries over ways to make a living and taking care of his sisters. 'B.A.Pass' is a story looking at the fatal promise of a new life. When Mukesh meets Sarika 'auntie' at a kitty party  little does he know of the city and it's ways and means to survive. Sarika seduces Mukesh  shy and inexperienced he falls for her. What follows is a twist of destiny  a kind of story that appears in the tabloids as 'heinous acts of crime',A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,,Shadab Kamal|Shilpa Shukla|,5 wins & 2 nominations,2 August 2013 (India),Ajay Bahl,,Male,,28.4
tt5165344,Rustom (film),https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Akshay_Kumar%27s-Rustom_poster.jpg/220px-Akshay_Kumar%27s-Rustom_poster.jpg,https://en.wikipedia.org/wiki/Rustom_(film),Rustom,Rustom,0,2016,148,Crime|Drama|Thriller,7.1,20764.0,Naval officer Rustom Pavri returns from his posting and finds his wife Cynthia is away from home since last two days his marriages is on the rocks when he finds love letters in cupboard which indicates that Cynthia has found love in one of his friend Vikram Makhija an arrogant business tycoon  Rustom then issues a pistol from Naval Ship's Armory and shoots Vikram three times in his chest living him dead and surrender himself to senior inspector Vincent Lobo.,A naval officer returns home to find out about his wife's affair. Soon  he surrenders after murdering the lover but as the case unfolds  it starts to reveal his hidden intention.,,Ileana D'Cruz|Akshay Kumar|Manoj Bajpayee|Sharad Kelkar|Esha Gupta|Arjan Bajwa|Hiten Patel|Sachin Khedekar|Kumud Mishra|Pavan Malhotra|Ty Hurley|Brijendra Kala|Parmeet Sethi|Kanwaljit Singh|,1 win & 4 nominations,12 August 2016 (India),Tinu Suresh Desai,,Unknown,,218.12
tt4340180,Direct Ishq,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Direct_Ishq_Poster.jpeg/220px-Direct_Ishq_Poster.jpeg,https://en.wikipedia.org/wiki/Direct_Ishq,Direct Ishq,Direct Ishq,0,2016,130,Action|Comedy|Romance,4.0,62.0,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,A Desi Love Story,Rajniesh Duggall|Nidhi Subbaiah|Arjun Bijlani|Rajesh Shringarpure|,,19 February 2016 (India),Rajiv S. Ruia,,Male,,0.56
